"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Ralfo Matos" "451-476" "Artigos originais" "População, recursos naturais e poder territorializado: uma perspectiva teórica supratemporal"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Jeniffer Dantas Ferreira, Arnaldo Cézar Couto, Luciana Correia Alves, Maria do Socorro Pombo de Oliveira, Sergio Koifman, Membros do Brazilian Collaborative Study Group of Infant Acute Leukemia" "477-492" "Artigos originais" "Exposições ambientais e leucemias na infância no Brasil: uma análise exploratória de sua associação"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Carla Jorge Machado, Mark Drew Crosland Guimarães" "493-496" "Notas de pesquisa" "On the issue of homophily in respondent-driven sampling: notes based on the case of men who have sex with men in Belo Horizonte, Brazil"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Fernando Machado Vilhena Dias, Ana Paula de Andrade Verona, Bárbara Avelar Gontijo, Bárbara Roberto Estanislau, Cláudio Santiago Dias Júnior" "497-502" "Notas de pesquisa" "Perfil dos indivíduos diagnosticados com depressão maior no Estado de Minas Gerais, Brasil"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Adriane Mesquita de Medeiros" "503-504" "Resenha" "A saúde dos trabalhadores da saúde em foco"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Oswaldo M. S. Truzzi" "505-507" "Resenha" "Novos olhares sobre a imigração boliviana"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Suzana Cavenaghi" "3-6" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Tiago Augusto da Cunha, José Marcos Pinto da Cunha, Alberto Augusto Eichman Jakob" "7-33" "Artigos originais" "Dinâmica intraurbana e redes sociais na Baixada Santista"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Eduardo Marandola Jr., Cesar Marques, Luiz Tiago de Paula, Letícia Braga Cassaneli" "35-56" "Artigos originais" "Crescimento urbano e áreas de risco  no litoral norte de São Paulo"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Everton Emanuel Campos de Lima, Fernando Gomes Braga" "57-75" "Artigos originais" "Da rotatividade migratória à baixa migração: uma análise dos padrões da  mobilidade populacional no  Brasil de 1995-2000"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Fausto Brito" "77-97" "Artigos originais" "A politização das migrações internacionais: direitos humanos e soberania nacional"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Ricardo Alexandrino Garcia" "99-123" "Artigos originais" "Estimativas dos emigrantes internacionais do Brasil entre 1995 e 2000: uma aplicação do método das razões intercensitárias de sobrevivência"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "José Manuel Morán Faúndes" "125-144" "Artigos originais" "Contraceptivo de emergência no Chile: estruturação da sua demanda em função das variáveis socioeconômicas"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Adriana de Miranda-Ribeiro, Eduardo Luiz Gonçalves Rios-Neto, José Alberto Magno de Carvalho" "145-170" "Artigos originais" "Efeitos tempo, parturição e quantum no Brasil:indicadores de período e evidências empíricas"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Maria Carolina Tomás" "171-198" "Artigos originais" "Revendo estudos sobre famílias: um breve comentário sobre tópicos selecionados"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Gustavo Henrique Naves Givisiez, Elzira Lúcia de Oliveira" "199-223" "Artigos originais" "Privacidade intradomiciliar: um estudo sobre as necessidades de ampliações em residências"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "João Batista Pamplona" "225-249" "Artigos originais" "Mercado de trabalho, informalidade e comércio ambulante em São Paulo"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Aline Nogueira Menezes Mourão, Mariana Eugenio Almeida, Ernesto Friedrich de Lima Amaral" "251-270" "Artigos originais" "Seguro-desemprego e formalidade no mercado de trabalho brasileiro"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "James R. Hull, Gilvan Guedes" "271-297" "Artigos originais" "Reconstruindo Babel: comparando o bem-estar multidimensional de diferentes contextos culturais em busca de soluções comuns para o desenvolvimento"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Pedro Herculano Guimarães Ferreira de Souza" "299-315" "Artigos originais" "Uma metodologia para explicar diferenças entre dados administrativos e pesquisas amostrais, com aplicação para o Bolsa Família e o Benefício de Prestação Continuada na PNAD"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "João Carlos Tedesco, Denize Grzybovski" "317-324" "Notas de pesquisa" "Dinâmica migratória dos senegaleses no norte do Rio Grande do Sul"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Susana Beatriz Adamo" "325-332" "Resenha" "Población y sustentabilidad en la era de los cambios ambientales globales: tendiendo puentes entre conocimiento científico y acción en Brasil"
"https://rebep.org.br/revista/issue/view/52" "v. 30 n. 1 (2013)" "Lúcia Avelar" "333-341" "Resenha" "Gênero e comportamento eleitoral"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Suzana Cavenaghi" "347-348" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Humberto Prates da Fonseca Alves" "349-366" "Artigos originais" "Análise da vulnerabilidade socioambiental em Cubatão-SP por meio da integração de dados sociodemográficos e ambientais em escala intraurbana"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Silvana Amaral, Ana Paula Dal’Asta, Newton Brigatti, Carolina Moutinho Duque de Pinho, Liliam César de Castro Medeiros, Pedro Ribeiro de Andrade, Taíse F. Pinheiro, Pedro Assumpção Alves, Maria Isabel Sobral Escada, Antônio Miguel Vieira Monteiro" "367-399" "Artigos originais" "Comunidades ribeirinhas como forma socioespacial de expressão urbana na Amazônia: uma tipologia para a região do Baixo Tapajós (Pará-Brasil)"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Álvaro de Oliveira D’Antona, Maria do Carmo Dias Bueno, Ricardo de Sampaio Dagnino" "401-428" "Artigos originais" "Estimativa da população em unidades de conservação na Amazônia Legal brasileira – uma aplicação de grades regulares a partir da Contagem 2007"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Daylin Cecilia Rodriguez Javique, Cassio M. Turra, Gabriela Marise de Oliveira Bonifácio, Simone Wajnman" "429-444" "Artigos originais" "Efeitos da migração sobre o crescimento populacional de longo prazo das províncias cubanas"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Kenia Fabiana Cota Mendonça, Eduardo Magalhães Ribeiro, Flávia Maria Galizoni, Hélder Anjos Augusto" "445-463" "Artigos originais" "Formação, sucessão e migração: trajetórias de duas gerações de agricultores do Alto Jequitinhonha, Minas Gerais"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Cassiane da Costa, José Marcos Froehlich, Ricardo Howes Carpes" "465-483" "Artigos originais" "Masculinização rural: uma abordagem a partir da regionalização por sistemas agrários no Rio Grande do Sul"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Rogério da Palma, Oswaldo Mário Serra Truzzi" "485-501" "Artigos originais" "O pós-abolição e suas dinâmicas de sociabilidade: lógicas familiares e relações interpessoais no oeste paulista cafeeiro"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Ignacio Pardo, Carmen Varela" "503-518" "Artigos originais" "Fecundidade, taxa de reposição e políticas familiares na América Latina e no Caribe: o que se pode apreender da experiência europeia?"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Rafael Henrique Moraes Pereira, Paulo A. Meyer M. Nascimento, Thiago Costa Araújo" "519-548" "Artigos originais" "Projeções de mão de obra qualificada no Brasil: cenários para a disponibilidade de engenheiros até 2020"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Raquel Rangel de Meireles Guimarães" "549-566" "Artigos originais" "O futuro do ensino superior nos países BRIC: uma perspectiva demográfica"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Alexandre Xavier Ywata de Carvalho, Camilo Rey Laureto, Marina Garcia Pena, Pedro Henrique Melo Albuquerque, Waldery Rodrigues Junior" "567-594" "Artigos originais" "Um estudo das metodologias e funcionalidades dos índices de segregação"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Cláudio Santiago Dias Júnior, Cinthia Teixeira de Oliveira, Ana Paula de Andrade Verona, João Luiz Pena, Marília Alfenas de Oliveira Sírio, Maria Terezinha Bahia, George Luiz Lins Machado-Coelho" "595-602" "Notas de pesquisa" "Prevalência de parasitoses intestinais e estado nutricional, segundo sexo e idade, entre a população indígena Caxixó, Minas Gerais, Brasil"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Ana Amélia Camarano" "603-608" "Ponto de Vista" "Perspectivas para Cairo+20: como avançar na discussão sobre população e desenvolvimento"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Ricardo Ventura Santos" "609-611" "Resenha" "Demografia dos povos indígenas em perspectiva internacional"
"https://rebep.org.br/revista/issue/view/53" "v. 30 n. 2 (2013)" "Douglas Sathler" "613-615" "Resenha" "População, espaço e ambiente: por uma demografia da adaptação às mudanças climáticas globais"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Suzana Cavenaghi" "S3-S4" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Tim Miller, Helena Cruz Castanheira" "S5-S23" "Artigos originais" "O impacto fiscal do envelhecimento populacional no Brasil: 2005-2050"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Maira Andrade Paulo, Simone Wajnman, Ana Maria Camilo Hermeto de Oliveira" "S25-S43" "Artigos originais" "A relação entre renda e composição domiciliar dos idosos no Brasil: um estudo sobre o impacto do recebimento do Benefício de Prestação Continuada"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Rodrigo Rafael Zanon, Antonio Carlos Moretto, Rossana Lott Rodrigues" "S45-S67" "Artigos originais" "Envelhecimento populacional e mudanças no padrão de consumo e na estrutura produtiva brasileira"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Marden Barbosa de Campos, Alisson Flávio Barbieri" "S69-S84" "Artigos originais" "Considerações teóricas sobre as migrações de idosos"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Francismara Fernandes Guerra, Moema Bueno Gonçalves Fígoli" "S85-S102" "Artigos originais" "Esperança de vida e sua relação com indicadores de longevidade: um estudo demográfico para o Brasil, 1980-2050"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Mônica Viegas Andrade, Ana Carolina Maia, Cristina Guimarães Rodrigues" "S103-S117" "Artigos originais" "Indicadores de gastos com serviços médicos no setor de saúde suplementar no Brasil"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Luciane Santiago Tavares, Iuri da Costa Leite, Marina Ferreira de Noronha, Roberto do Nascimento Rodrigues, Geraldo Marcelo da Cunha, Joaquim Gonçalves Valente, Joyce Mendes de Andrade Schramm, Maria de Fátima Santos Costa" "S119-S134" "Artigos originais" "Diferenciais da carga de doença das condições maternas entre mulheres de 15 a 44 anos no Estado de Minas Gerais, 2004-2006"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Celeste de Souza Rodrigues, Rosiene Maria de Freitas, Ada Ávila Assunção, Iara Barreto Bassi, Adriane Mesquita de Medeiros" "S135-S154" "Artigos originais" "Absenteísmo-doença segundo autorrelato de servidores públicos municipais em Belo Horizonte"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Bráulio Figueiredo Alves da Silva, Claudio Chaves Beato Filho" "S155-S170" "Artigos originais" "Ecologia social do medo: avaliando a associação entre contexto de bairro e medo de crime"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Luciana Teixeira de Andrade, Alexandre Magno Alves Diniz" "S171-S191" "Artigos originais" "A reorganização espacial dos homicídios no Brasil e a tese da interiorização"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Carlos Philipe Barbosa Polato, Pamila Siviero, Carla Jorge Machado, Gisele Macedo da Silva Bonfante, Eli Iola Gurgel Andrade, Francisco de Assis Acurcio, Mariângela Leal Cherchiglia" "S193-S198" "Notas de pesquisa" "Sobrevivência específica de pacientes com câncer de pulmão tratados no sistema público de saúde no Brasil e uma aplicação da Tábua Associada de Decremento Único"
"https://rebep.org.br/revista/issue/view/54" "v. 30 (2013)" "Adriane Mesquita de Medeiros, Renata Jardim" "S199-S201" "Resenha" "Proposta de ações em saúde dos servidores públicos federais à luz das mudanças demográficas"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Suzana Cavenaghi" "3-6" "Editorial" "Nota da Editora"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Cristiano Machado Costa, José Guilherme Cardoso Correa" "7-27" "Artigos originais" "Os efeitos do alfabetismo funcional sobre a empregabilidade dos trabalhadores brasileiros"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Elzira Lúcia de Oliveira, Eduardo Gonçalves Rios-Neto, Ana Maria Hermeto Camilo de Oliveira" "29-49" "Artigos originais" "O efeito trabalhador adicional para filhos no Brasil"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Maira Covre-Sussai" "51-71" "Artigos originais" "Tomada de decisão conjunta: construção e validação de uma proxy-chave para o estudo das relações de gênero de casais contemporâneos"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Raquel Zanatta Coutinho, André Braz Golgher" "73-98" "Artigos originais" "Um estudo sobre a filiação religiosa no Brasil entre 1980 e 2010: efeitos de idade, período e coorte"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Ana Paula A. Verona, Mark Regnerus" "99-115" "Artigos originais" "Pentecostalismo e iniciação sexual pré-marital no Brasil"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Norberto Lanza, Claudia Valeggia" "117-134" "Artigos originais" "Análise longitudinal do comportamento reprodutivo de uma população Toba em transição"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Fábio Augusto Scarpim" "135-150" "Artigos originais" "Família, religiosidade e identidade étnica nas práticas de transmissão de nomes de batismo em um grupo de imigrantes italianos"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Sênia Bastos, Maria do Rosário Rolfsen Salles" "151-167" "Artigos originais" "A imigração polonesa para São Paulo no pós-Segunda Guerra Mundial no quadro das entradas dos “deslocados de guerra”: 1947 a 1951"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Roberto Luiz do Carmo, Ricardo de Sampaio Dagnino, Igor Cavallini Johansen" "169-190" "Artigos originais" "Transição demográfica e transição do consumo urbano de água no Brasil"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Julia Corrêa Côrtes, Álvaro de Oliveira D’Antona" "191-210" "Artigos originais" "Dinâmicas no uso e cobertura da terra: perspectivas e desafios da Demografia"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "Mirela Castro Santos Camargos" "211-217" "Notas de pesquisa" "Instituições de longa permanência para idosos: um estudo sobre a necessidade de vagas"
"https://rebep.org.br/revista/issue/view/55" "v. 31 n. 1 (2014)" "José Eustáquio Diniz Alves" "219-230" "Ponto de Vista" "População, desenvolvimento e sustentabilidade: perspectivas para a CIPD pós-2014"
